authors,original_publication_year,original_title,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
Gayle Forman,2009,If I Stay,"If I Stay (If I Stay, #1)",3.96,503527,12666,34896,122977,190793,205755,https://images.gr-assets.com/books/1347462970m/4374400.jpg
Anita Diamant,1997,The Red Tent,The Red Tent,4.16,424981,9470,19616,67878,146178,206075,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Rick Riordan,2006,The Sea of Monsters,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",4.23,514932,2967,13884,91127,188988,253546,https://images.gr-assets.com/books/1400602661m/28186.jpg
Nicholas Sparks,2006,Dear John,Dear John,4.01,441062,9683,25220,94711,145202,179965,https://images.gr-assets.com/books/1397749854m/5526.jpg
Cassandra Clare,2008,City of Ashes,"City of Ashes (The Mortal Instruments, #2)",4.21,541117,6135,20075,92626,192934,274238,https://images.gr-assets.com/books/1432730356m/1582996.jpg
William Shakespeare,1606,The Tragedy of Macbeth,Macbeth,3.88,496018,10551,35408,127354,183871,167642,https://images.gr-assets.com/books/1459795224m/8852.jpg
J.R.R. Tolkien,1954,The Two Towers,"The Two Towers (The Lord of the Rings, #2)",4.42,480446,3013,10264,55433,156232,307267,https://images.gr-assets.com/books/1298415523m/15241.jpg
Emily Giffin,2004,Something Borrowed,"Something Borrowed (Darcy & Rachel, #1)",3.83,403601,16019,29297,104322,148507,137044,https://images.gr-assets.com/books/1305063535m/42156.jpg
"Dr. Seuss, לאה נאור",1960,Green Eggs and Ham,Green Eggs and Ham,4.29,457475,6605,14530,66873,121751,251282,https://images.gr-assets.com/books/1468680100m/23772.jpg
"Roald Dahl, Quentin Blake",1964,Charlie and the Chocolate Factory,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",4.1,453959,6236,17193,94240,178216,198862,https://images.gr-assets.com/books/1309211401m/6310.jpg
Rick Riordan,2008,The Battle of the Labyrinth,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",4.39,508214,2435,8093,62108,172289,292783,https://images.gr-assets.com/books/1443142158m/2120932.jpg
Charles Dickens,1860,Great Expectations,Great Expectations,3.75,459247,22811,44293,120385,170702,148996,https://images.gr-assets.com/books/1327920219m/2623.jpg
J.R.R. Tolkien,1955,The Return of the King,"The Return of the King (The Lord of the Rings, #3)",4.51,463959,2691,8008,42693,132149,324996,https://images.gr-assets.com/books/1389977161m/18512.jpg
"Albert Camus, Matthew    Ward",1942,L’Étranger,The Stranger,3.96,420600,10563,28920,100140,174957,169043,https://images.gr-assets.com/books/1349927872m/49552.jpg
Rick Riordan,2010,The Lost Hero,"The Lost Hero (The Heroes of Olympus, #1)",4.35,271576,5020,11267,58590,148498,266120,https://images.gr-assets.com/books/1464201003m/7736182.jpg
Rainbow Rowell,2013,Eleanor & Park,Eleanor & Park,4.11,514312,12904,26371,94470,196224,249784,https://images.gr-assets.com/books/1341952742m/15745753.jpg
George R.R. Martin,2005,A Feast for Crows,"A Feast for Crows (A Song of Ice and Fire, #4)",4.1,428186,3170,18574,94401,175973,189012,https://images.gr-assets.com/books/1429538615m/13497.jpg
Ally Condie,2010,Matched,"Matched (Matched, #1)",3.68,511815,24343,53804,138030,165412,149091,https://images.gr-assets.com/books/1367706191m/7735333.jpg
Neil Gaiman,2001,American Gods,"American Gods (American Gods, #1)",4.11,378019,9888,24944,83253,178346,221912,https://images.gr-assets.com/books/1258417001m/4407.jpg
"Stephen King, Bernie Wrightson",1978,The Stand,The Stand,4.34,438832,5647,13612,56722,134098,259874,https://images.gr-assets.com/books/1213131305m/149267.jpg
Nicholas Sparks,2008,The Last Song,The Last Song,4.14,424637,7253,17803,77712,140241,195420,https://images.gr-assets.com/books/1286549186m/6400090.jpg
Dan Brown,1998,Digital Fortress,Digital Fortress,3.6,423019,16592,47507,136196,144029,103179,https://images.gr-assets.com/books/1360095966m/11125.jpg
"Jane Austen, Fiona Stafford",1815,Emma,Emma,3.99,459826,11386,25777,102144,178238,180404,https://images.gr-assets.com/books/1373627931m/6969.jpg
"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",1877,Анна Каренина,Anna Karenina,4.02,297472,11738,26945,88365,158179,187569,https://images.gr-assets.com/books/1352422904m/15823480.jpg
Anthony Burgess,1962,A Clockwork Orange,A Clockwork Orange,3.98,431195,14741,24244,84863,163488,167055,https://images.gr-assets.com/books/1348339306m/227463.jpg
William Paul Young,2007,The Shack: Where Tragedy Confronts Eternity,The Shack,3.74,419539,35734,42977,84751,111923,162907,https://images.gr-assets.com/books/1344270232m/1812457.jpg
Rick Riordan,2009,The Last Olympian,"The Last Olympian (Percy Jackson and the Olympians, #5)",4.5,397500,2098,6501,45208,133168,312535,https://images.gr-assets.com/books/1327924597m/4502507.jpg
Stephen King,1986,It,It,4.18,292592,8464,19610,75841,148672,226794,https://images.gr-assets.com/books/1309376909m/18342.jpg
"Fyodor Dostoyevsky, David McDuff",1866,Преступление и наказание,Crime and Punishment,4.18,380903,9477,20078,64050,137104,213966,https://images.gr-assets.com/books/1382846449m/7144.jpg
Sylvia Plath,1963,The Bell Jar,The Bell Jar,3.98,401605,8266,23983,92408,162216,155284,https://images.gr-assets.com/books/1473890514m/6514.jpg
Frank McCourt,1996,Angela's Ashes: A Memoir,"Angela's Ashes (Frank McCourt, #1)",4.07,392103,7657,18327,73550,155775,164437,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Hermann Hesse, Hilda Rosner",1922,Siddhartha,Siddhartha,3.99,372099,10229,25529,83698,138837,160360,https://images.gr-assets.com/books/1428715580m/52036.jpg
Truman Capote,1965,In Cold Blood,In Cold Blood,4.05,381652,10639,17836,70857,144616,157891,https://images.gr-assets.com/books/1424931136m/168642.jpg
"Kami Garcia, Margaret Stohl",2009,Beautiful Creatures,"Beautiful Creatures (Caster Chronicles, #1)",3.76,436093,19917,43525,113352,132492,149232,https://images.gr-assets.com/books/1327873282m/6304335.jpg
Cassandra Clare,2010,Clockwork Angel,"Clockwork Angel (The Infernal Devices, #1)",4.33,490890,8364,15544,61409,140928,289514,https://images.gr-assets.com/books/1454962884m/7171637.jpg
"Roald Dahl, Quentin Blake",1988,Matilda,Matilda,4.29,440743,4277,10823,64536,152003,231852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Erin Morgenstern,2011,The Night Circus,The Night Circus,4.03,429543,11349,28650,84254,159596,190977,https://images.gr-assets.com/books/1387124618m/9361589.jpg
Philippa Gregory,2001,The Other Boleyn Girl,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",4.04,381080,5311,16716,78620,153807,144769,https://images.gr-assets.com/books/1355932638m/37470.jpg
Scott Westerfeld,2005,Uglies,"Uglies (Uglies, #1)",3.86,449073,15531,34808,106086,151540,156624,https://images.gr-assets.com/books/1443904172m/24770.jpg
George R.R. Martin,2011,A Dance with Dragons,"A Dance with Dragons (A Song of Ice and Fire, #5)",4.31,365954,2399,10150,53744,147136,211189,https://images.gr-assets.com/books/1327885335m/10664113.jpg
J.R.R. Tolkien,1955,The Lord of the Rings,"The Lord of the Rings (The Lord of the Rings, #1-3)",4.47,389054,4807,9577,37552,106818,277592,https://images.gr-assets.com/books/1411114164m/33.jpg
Cheryl Strayed,2012,Wild: From Lost to Found on the Pacific Crest Trail,Wild: From Lost to Found on the Pacific Crest Trail,3.96,379872,8344,22137,85489,165482,139451,https://images.gr-assets.com/books/1453189881m/12262741.jpg
"Alan Moore, Dave Gibbons, John Higgins",1987,Watchmen,Watchmen,4.35,398018,6349,11732,44847,116877,229518,https://images.gr-assets.com/books/1442239711m/472331.jpg
Patrick Rothfuss,2007,The Name of the Wind,"The Name of the Wind (The Kingkiller Chronicle, #1)",4.55,400101,5605,8582,28480,95470,311235,https://images.gr-assets.com/books/1472068073m/186074.jpg
Malcolm Gladwell,2008,Outliers: The Story of Success,Outliers: The Story of Success,4.11,353011,4494,12545,62510,148978,140599,https://images.gr-assets.com/books/1344266315m/3228917.jpg
"Herman Melville, Andrew Delbanco, Tom Quirk",1851,"Moby Dick; or, The Whale","Moby-Dick or, The Whale",3.46,358050,35983,52601,103625,102432,103322,https://images.gr-assets.com/books/1327940656m/153747.jpg
"Mary Ann Shaffer, Annie Barrows",2008,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary and Potato Peel Pie Society,4.12,393626,7190,17250,68942,155107,175183,https://images.gr-assets.com/books/1351979318m/2728527.jpg
Chuck Palahniuk,1996,Fight Club,Fight Club,4.2,365349,4578,12632,58110,139554,173780,https://images.gr-assets.com/books/1357128997m/5759.jpg
Charlaine Harris,2001,Dead Until Dark,"Dead Until Dark (Sookie Stackhouse, #1)",3.96,420764,11330,25781,96290,148326,163097,https://images.gr-assets.com/books/1468560853m/301082.jpg
Alice Walker,1982,The Color Purple,The Color Purple,4.17,376766,6298,14477,62380,140835,176975,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
John Grogan,2005,Marley & Me: Life and Love with the World's Worst Dog,Marley and Me: Life and Love With the World's Worst Dog,4.12,367304,5485,14940,68532,131536,158855,https://images.gr-assets.com/books/1308858322m/12691.jpg
Agatha Christie,1939,Ten Little Niggers,And Then There Were None,4.23,408983,6134,12476,66243,156306,215521,https://images.gr-assets.com/books/1391120695m/16299.jpg
Dan Brown,2009,The Lost Symbol,"The Lost Symbol (Robert Langdon, #3)",3.66,369428,11293,40545,120122,136545,96477,https://images.gr-assets.com/books/1358274396m/6411961.jpg
Becca Fitzpatrick,2009,"Hush, Hush","Hush, Hush (Hush, Hush, #1)",4,448166,19338,33543,82544,120204,206173,https://images.gr-assets.com/books/1358261334m/6339664.jpg
Jamie McGuire,2011,Beautiful Disaster,"Beautiful Disaster (Beautiful, #1)",4.15,418309,17185,23298,61993,115123,225097,https://images.gr-assets.com/books/1358259032m/11505797.jpg
Charles Dickens,1843,A Christmas Carol,A Christmas Carol,4.02,394540,6737,21415,93906,153823,165515,https://images.gr-assets.com/books/1406512317m/5326.jpg
Anne Rice,1976,Interview with the Vampire,"Interview with the Vampire (The Vampire Chronicles, #1)",3.97,372566,7519,22377,84804,137659,141582,https://images.gr-assets.com/books/1380631642m/43763.jpg
Kiera Cass,2012,The Selection,"The Selection (The Selection, #1)",4.15,505340,13841,25349,83692,158716,257493,https://images.gr-assets.com/books/1322103400m/10507293.jpg
Janet Evanovich,1994,One for the Money,"One for the Money (Stephanie Plum, #1)",4.03,391007,9176,19657,80319,133454,160709,https://images.gr-assets.com/books/1316730230m/6853.jpg
Rebecca Skloot,2010,The Immortal Life of Henrietta Lacks,The Immortal Life of Henrietta Lacks,4.04,377249,10782,18237,70339,151226,153856,https://images.gr-assets.com/books/1327878144m/6493208.jpg
Thomas Harris,1988,The Silence of the Lambs,"The Silence of the Lambs  (Hannibal Lecter, #2)",4.14,351107,10268,12845,55427,123652,163920,https://images.gr-assets.com/books/1390426249m/23807.jpg
Richelle Mead,2007,,"Vampire Academy (Vampire Academy, #1)",4.14,248283,12535,22043,73357,129382,217834,https://images.gr-assets.com/books/1361098973m/345627.jpg
Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,Blink: The Power of Thinking Without Thinking,3.89,348196,6804,20128,85934,139947,107525,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Ian McEwan,2001,Atonement,Atonement,3.88,347006,11473,25462,77135,134788,116800,https://images.gr-assets.com/books/1320449708m/6867.jpg
"Franz Kafka, Stanley Corngold",1915,Die Verwandlung,The Metamorphosis,3.78,364933,15430,33226,98774,146297,120806,https://images.gr-assets.com/books/1359061917m/485894.jpg
Rick Riordan,2007,The Titan's Curse,"The Titan's Curse (Percy Jackson and the Olympians, #3)",4.33,446668,1863,7934,65220,162371,248874,https://images.gr-assets.com/books/1361038385m/561456.jpg
Ernest Cline,2011,,Ready Player One,4.31,349423,5150,12928,48285,134107,221349,https://images.gr-assets.com/books/1500930947m/9969571.jpg
Garth Stein,2006,The Art of Racing in the Rain,The Art of Racing in the Rain,4.19,327409,4808,13901,53780,118166,163664,https://images.gr-assets.com/books/1377206302m/3153910.jpg
"Erik Larson, Tony Goldwyn",2003,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America","The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",3.98,309385,6687,18709,69012,135360,120839,https://images.gr-assets.com/books/1312066724m/21996.jpg
Sylvia Day,2012,Bared to You,"Bared to You (Crossfire, #1)",4.19,222678,9867,18983,55554,104657,197075,https://images.gr-assets.com/books/1477803272m/13572249.jpg
"C.S. Lewis, Pauline Baynes",1956,The Chronicles of Narnia,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",4.24,376385,3772,12192,59975,133056,192681,https://images.gr-assets.com/books/1449868701m/11127.jpg
Mark Cotta Vaz,,Twilight: The Complete Illustrated Movie Companion,Twilight: The Complete Illustrated Movie Companion,4.23,291411,6862,11019,48008,67939,158071,https://images.gr-assets.com/books/1352539022m/3609760.jpg
Dave Pelzer,1995,"A Child Called ""It"": One Child's Courage to Survive","A Child Called ""It"" (Dave Pelzer #1)",4.08,311543,7819,16453,57341,98786,140899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Robert Ludlum,1980,The Bourne Identity,"The Bourne Identity (Jason Bourne, #1)",3.98,327122,10266,17695,65161,118463,124627,https://images.gr-assets.com/books/1335860740m/7869.jpg
Eoin Colfer,2001,Artemis Fowl,"Artemis Fowl (Artemis Fowl, #1)",3.82,386923,14473,30894,94950,129607,129241,https://images.gr-assets.com/books/1327945104m/249747.jpg
Lauren Kate,2009,Fallen,"Fallen (Fallen, #1)",3.74,395296,23594,41578,94145,107149,141642,https://images.gr-assets.com/books/1440619649m/6487308.jpg
John Steinbeck,1952,East of Eden,East of Eden,4.35,320919,4183,9409,39153,96741,187196,https://images.gr-assets.com/books/1441547516m/4406.jpg
Gillian Flynn,2009,Dark Places,Dark Places,3.92,333452,5169,17975,89242,165108,109113,https://images.gr-assets.com/books/1354988288m/5886881.jpg
John Grisham,1993,The Client,The Client,3.97,320083,2530,12566,79176,129019,102372,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Emma McLaughlin, Nicola Kraus",2002,The Nanny Diaries,"The Nanny Diaries (Nanny, #1)",3.4,323762,17006,43014,116021,95951,56081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Lewis Carroll, John Tenniel, Martin Gardner",1865,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland & Through the Looking-Glass,4.06,340920,5294,17482,76985,127906,149523,https://images.gr-assets.com/books/1327872220m/24213.jpg
"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817,Persuasion,Persuasion,4.13,365425,6688,15653,71218,133222,175578,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Tatiana de Rosnay,2007,Elle s'appelait Sarah,Sarah's Key,4.14,312444,3865,12684,55760,134748,140574,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Stephen King,1982,The Gunslinger,"The Gunslinger (The Dark Tower, #1)",3.99,332494,9958,24111,72736,112895,146677,https://images.gr-assets.com/books/1375776480m/43615.jpg
"Gabriel García Márquez, Edith Grossman",1985,El amor en los tiempos del cólera,Love in the Time of Cholera,3.89,283806,11450,23825,65668,110544,111974,https://images.gr-assets.com/books/1327124987m/9712.jpg
Laurie Halse Anderson,1999,Speak,Speak,4,360156,7770,21049,76503,125660,141422,https://images.gr-assets.com/books/1310121762m/439288.jpg
Liane Moriarty,2013,The Husband's Secret,The Husband's Secret,3.92,232106,4175,15649,80869,155945,95167,https://images.gr-assets.com/books/1460577225m/17802724.jpg
Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Into Thin Air: A Personal Account of the Mount Everest Disaster,4.11,291258,8041,10286,46060,112601,124605,https://images.gr-assets.com/books/1463384482m/1898.jpg
Stephen King,1974,Carrie,Carrie,3.93,356814,4564,19479,96352,136054,121201,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Augusten Burroughs,2002,Running with Scissors,Running with Scissors,3.7,293878,13569,27249,78405,105786,81379,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Max Brooks,2006,World War Z: An Oral History of the Zombie War,World War Z: An Oral History of the Zombie War,4.01,312969,7680,19887,65570,121537,130475,https://images.gr-assets.com/books/1386328204m/8908.jpg
Dan Brown,2013,Inferno,"Inferno (Robert Langdon, #4)",3.8,287533,7261,26077,89237,128374,94611,https://images.gr-assets.com/books/1397093185m/17212231.jpg
Lois Lowry,1989,Number the Stars,Number the Stars,4.11,333638,3797,12794,63919,123296,138559,https://images.gr-assets.com/books/1370917812m/47281.jpg
James Patterson,1993,Along Came a Spider,"Along Came a Spider (Alex Cross, #1)",4.08,311499,4281,10929,61630,118236,122955,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Stephen King,1987,Misery,Misery,4.11,334647,4302,12725,64835,128990,141351,https://images.gr-assets.com/books/1270545451m/10614.jpg
Gillian Flynn,2006,Sharp Objects,Sharp Objects,3.92,207889,4988,17566,81036,147558,103690,https://images.gr-assets.com/books/1423241485m/66559.jpg
